material_id,assay,role,path,bytes,sha256,codec,width,height,field_order,frames,frames_source,fps_avg_frame_rate,fps_r_frame_rate,duration_s,frames_vs_dur_x_avgfps,pts_count,pts_na,pts_min_s,pts_max_s,pts_spacing_uniform,pts_raw_order_monotonic,derives_from_sha256,derives_from_status,t0_source_s,t0_status,geometry_binding,geometry_binding_status,human_record_ref,human_record_status,usage_group,evidence_status
csi_out:csi_out_fst:正常1-4（1）.xlsx,FST,csi_xlsx,~/Work/depression抑郁绝望/9月10日集中标注/CSI分析强迫游泳数据/正常1-4（1）.xlsx,10212,6fe01b1f574146243477d9ade06f53546fd4fc7b49779a5e245d20d96e7ac249,xlsx,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_fst:正常1-4（2）.xlsx,FST,csi_xlsx,~/Work/depression抑郁绝望/9月10日集中标注/CSI分析强迫游泳数据/正常1-4（2）.xlsx,10356,7ce5219636de6b9f399bc099eaff694f0af6fbafa07ddde1e3e3554cc1147769,xlsx,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_fst:正常1-4（3）.xlsx,FST,csi_xlsx,~/Work/depression抑郁绝望/9月10日集中标注/CSI分析强迫游泳数据/正常1-4（3）.xlsx,11069,f9671aa0974adfff71c8ad31e3b15e309edf0c0f1b275ebba3c0ea641f816bc9,xlsx,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_fst:正常1-4（4）.xlsx,FST,csi_xlsx,~/Work/depression抑郁绝望/9月10日集中标注/CSI分析强迫游泳数据/正常1-4（4）.xlsx,10124,aad79913ed4e75386a37c3912bccd292e409676df5f4bcc140ec32b77ab6187e,xlsx,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_fst:正常5+抑郁1-3.CLB,FST,csi_clb,~/Work/depression抑郁绝望/9月10日集中标注/CSI分析强迫游泳数据/正常5+抑郁1-3.CLB,308,6b5ac0db860e7b1e7005217fbcfa222abd832d648c78df233f0fc01db6c818ee,CLB,,,,,,,,,,,,,,,,,na,,na,正常5+抑郁1-3.CLB,bound_by_filename_only,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_fst:正常5+抑郁1-3（1）.xlsx,FST,csi_xlsx,~/Work/depression抑郁绝望/9月10日集中标注/CSI分析强迫游泳数据/正常5+抑郁1-3（1）.xlsx,10170,eb46295b00ac8e36bc03df157b1d9dd48cbeb8a40c7c9137aeff44d2b80b8c58,xlsx,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_fst:正常5+抑郁1-3（2）.xlsx,FST,csi_xlsx,~/Work/depression抑郁绝望/9月10日集中标注/CSI分析强迫游泳数据/正常5+抑郁1-3（2）.xlsx,11815,0dca2262003d9679ae1f5a83298077b92da14c1a6d6944f822a34e5070b185a0,xlsx,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_fst:正常5+抑郁1-3（3）.xlsx,FST,csi_xlsx,~/Work/depression抑郁绝望/9月10日集中标注/CSI分析强迫游泳数据/正常5+抑郁1-3（3）.xlsx,10670,1bf2aa49a83e5e284a5fb3999ec59af49efb0341b978a40d9adb1ba518e8bda9,xlsx,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_fst:正常5+抑郁1-3（4）.xlsx,FST,csi_xlsx,~/Work/depression抑郁绝望/9月10日集中标注/CSI分析强迫游泳数据/正常5+抑郁1-3（4）.xlsx,11840,8df0f785d02c41a826fe79240336003532b17a4bd91224caa99d5933a67e5e60,xlsx,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_ctrl:正常1-4对照.CLB,FST,csi_clb,~/Work/depression抑郁绝望/9月10日集中标注/CSI分析强迫游泳数据_对照参数/正常1-4对照.CLB,308,eb6dd23b93ec8f31d85e5e3090550f878ae9e20569df1b4437c344cd1e6b9470,CLB,,,,,,,,,,,,,,,,,na,,na,正常1-4对照.CLB,bound_by_filename_only,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_ctrl:正常1-4对照.SET,FST,csi_set,~/Work/depression抑郁绝望/9月10日集中标注/CSI分析强迫游泳数据_对照参数/正常1-4对照.SET,1611,fd9596e5a588e15c053585c0d5693de44d29e2f4eaf6b0f4a70cda5a37fafce2,SET,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_ctrl:正常1-4对照更改.SET,FST,csi_set,~/Work/depression抑郁绝望/9月10日集中标注/CSI分析强迫游泳数据_对照参数/正常1-4对照更改.SET,1527,a0037420d1e69a23dbda5ba5761bd864ec0345a809f1dc1b1067deda90b2a673,SET,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_ctrl:正常1-4对照（1）.xlsx,FST,csi_xlsx,~/Work/depression抑郁绝望/9月10日集中标注/CSI分析强迫游泳数据_对照参数/正常1-4对照（1）.xlsx,11289,d10fb911b90d1c10ea178a5d84acb70a0cc2bf0c0ef9d5fbab3479270c4b0caf,xlsx,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_ctrl:正常1-4对照（2）.xlsx,FST,csi_xlsx,~/Work/depression抑郁绝望/9月10日集中标注/CSI分析强迫游泳数据_对照参数/正常1-4对照（2）.xlsx,10743,7d193ee84ac9cf21a8d03ce6eed1daf14bfe4714560dc7323e5edd8b832c1c73,xlsx,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_ctrl:正常1-4对照（3）.xlsx,FST,csi_xlsx,~/Work/depression抑郁绝望/9月10日集中标注/CSI分析强迫游泳数据_对照参数/正常1-4对照（3）.xlsx,10968,6cf998d1be29a225ee59e1aef9c75151273b7128d61ae4749b1502ce629deea0,xlsx,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_ctrl:正常1-4对照（4）.xlsx,FST,csi_xlsx,~/Work/depression抑郁绝望/9月10日集中标注/CSI分析强迫游泳数据_对照参数/正常1-4对照（4）.xlsx,10866,09932584b9184c4aa6fef17c219c410d60b6d55fc2e954d02aed0e4b2a47be9b,xlsx,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_rest:10mg 2周.SET,FST,csi_set,~/Work/depression抑郁绝望/9月10日集中标注/剩余游泳视频数据/10mg 2周.SET,1611,72d13192c375fd413ef96718b5efde85d11be1cd22be6d632ed6e31c357b0cf4,SET,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_rest:28只鼠bin导出数据.xlsx,FST,csi_xlsx,~/Work/depression抑郁绝望/9月10日集中标注/剩余游泳视频数据/28只鼠bin导出数据.xlsx,14645,6c37294ba8e1317d5f12afed33f32a57c23b680c4e22463f9a28c6123fa5adf0,xlsx,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_rest:抑郁8-10.BMP,FST,csi_bmp,~/Work/depression抑郁绝望/9月10日集中标注/剩余游泳视频数据/抑郁8-10.BMP,391734,aea28ccf6d411d569401c8c4fcbac17151fbc83bb6686a201633d1ba2fd45253,BMP,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_rest:抑郁8-10.CLB,FST,csi_clb,~/Work/depression抑郁绝望/9月10日集中标注/剩余游泳视频数据/抑郁8-10.CLB,308,0090bac11c0dd0ba216c3f217098865e21529fd724a25eda65640c4d2daf8532,CLB,,,,,,,,,,,,,,,,,na,,na,抑郁8-10.CLB,bound_by_filename_only,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_rest:抑郁8-10（1）.xlsx,FST,csi_xlsx,~/Work/depression抑郁绝望/9月10日集中标注/剩余游泳视频数据/抑郁8-10（1）.xlsx,10081,65793e3f1dd96cdc123a06e966b6dd6cbdd60e3dafe2c850752fa0d1b9ee816d,xlsx,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_rest:抑郁8-10（2）.xlsx,FST,csi_xlsx,~/Work/depression抑郁绝望/9月10日集中标注/剩余游泳视频数据/抑郁8-10（2）.xlsx,10960,3a786ce9dbb2942ff26286108932ba3439022b18756b91a69caee59880d4fff4,xlsx,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_rest:抑郁8-10（3）.xlsx,FST,csi_xlsx,~/Work/depression抑郁绝望/9月10日集中标注/剩余游泳视频数据/抑郁8-10（3）.xlsx,10669,83420ac11c8ec27b6f75b1960c1b7c4c3a50b93e823f7de39808fa540df985cc,xlsx,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_rest:抑郁8-10（4）空鼠.xlsx,FST,csi_xlsx,~/Work/depression抑郁绝望/9月10日集中标注/剩余游泳视频数据/抑郁8-10（4）空鼠.xlsx,9334,5951ee3451e1c4e53fcbe24d4474cd301b2ca1519f6ccdf577a68c5920de902c,xlsx,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_rest:正常5+抑郁1-3.BMP,FST,csi_bmp,~/Work/depression抑郁绝望/9月10日集中标注/剩余游泳视频数据/正常5+抑郁1-3.BMP,391734,c3d5526ab26b25f6888f7734f4aeeee21438bcb40ba27959f593ebc69e3e643c,BMP,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_rest:正常5+抑郁1-3.CLB,FST,csi_clb,~/Work/depression抑郁绝望/9月10日集中标注/剩余游泳视频数据/正常5+抑郁1-3.CLB,308,6b5ac0db860e7b1e7005217fbcfa222abd832d648c78df233f0fc01db6c818ee,CLB,,,,,,,,,,,,,,,,,na,,na,正常5+抑郁1-3.CLB,bound_by_filename_only,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_rest:正常5+抑郁1-3（1）.xlsx,FST,csi_xlsx,~/Work/depression抑郁绝望/9月10日集中标注/剩余游泳视频数据/正常5+抑郁1-3（1）.xlsx,10170,eb46295b00ac8e36bc03df157b1d9dd48cbeb8a40c7c9137aeff44d2b80b8c58,xlsx,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_rest:正常5+抑郁1-3（2）.xlsx,FST,csi_xlsx,~/Work/depression抑郁绝望/9月10日集中标注/剩余游泳视频数据/正常5+抑郁1-3（2）.xlsx,11815,0dca2262003d9679ae1f5a83298077b92da14c1a6d6944f822a34e5070b185a0,xlsx,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_rest:正常5+抑郁1-3（3）.xlsx,FST,csi_xlsx,~/Work/depression抑郁绝望/9月10日集中标注/剩余游泳视频数据/正常5+抑郁1-3（3）.xlsx,10670,1bf2aa49a83e5e284a5fb3999ec59af49efb0341b978a40d9adb1ba518e8bda9,xlsx,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_rest:正常5+抑郁1-3（4）.xlsx,FST,csi_xlsx,~/Work/depression抑郁绝望/9月10日集中标注/剩余游泳视频数据/正常5+抑郁1-3（4）.xlsx,11840,8df0f785d02c41a826fe79240336003532b17a4bd91224caa99d5933a67e5e60,xlsx,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_norm14:正常1-4对照.BMP,FST,csi_bmp,~/Work/depression抑郁绝望/9月10日集中标注/正常1-4对照数据/正常1-4对照.BMP,364758,b08bf472a562606a9cde8fc90c0416b3c37669a07eb8836891db828699a501bc,BMP,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_norm14:正常1-4对照.CLB,FST,csi_clb,~/Work/depression抑郁绝望/9月10日集中标注/正常1-4对照数据/正常1-4对照.CLB,308,eb6dd23b93ec8f31d85e5e3090550f878ae9e20569df1b4437c344cd1e6b9470,CLB,,,,,,,,,,,,,,,,,na,,na,正常1-4对照.CLB,bound_by_filename_only,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_norm14:正常1-4对照.SET,FST,csi_set,~/Work/depression抑郁绝望/9月10日集中标注/正常1-4对照数据/正常1-4对照.SET,1611,fd9596e5a588e15c053585c0d5693de44d29e2f4eaf6b0f4a70cda5a37fafce2,SET,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_norm14:正常1-4对照（1）.xlsx,FST,csi_xlsx,~/Work/depression抑郁绝望/9月10日集中标注/正常1-4对照数据/正常1-4对照（1）.xlsx,11289,d10fb911b90d1c10ea178a5d84acb70a0cc2bf0c0ef9d5fbab3479270c4b0caf,xlsx,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_norm14:正常1-4对照（2）.xlsx,FST,csi_xlsx,~/Work/depression抑郁绝望/9月10日集中标注/正常1-4对照数据/正常1-4对照（2）.xlsx,10743,7d193ee84ac9cf21a8d03ce6eed1daf14bfe4714560dc7323e5edd8b832c1c73,xlsx,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_norm14:正常1-4对照（3）.xlsx,FST,csi_xlsx,~/Work/depression抑郁绝望/9月10日集中标注/正常1-4对照数据/正常1-4对照（3）.xlsx,10968,6cf998d1be29a225ee59e1aef9c75151273b7128d61ae4749b1502ce629deea0,xlsx,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
csi_out:csi_out_norm14:正常1-4对照（4）.xlsx,FST,csi_xlsx,~/Work/depression抑郁绝望/9月10日集中标注/正常1-4对照数据/正常1-4对照（4）.xlsx,10866,09932584b9184c4aa6fef17c219c410d60b6d55fc2e954d02aed0e4b2a47be9b,xlsx,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
ui_screenshot:na:212E99C9-4DCB-4928-8854-B699AD43BEF0.png,na,ui_screenshot,~/Work/depression抑郁绝望/9月10日集中标注/212E99C9-4DCB-4928-8854-B699AD43BEF0.png,17413,7f461b59023fc8dfd956e821167cac48f10b4c78894c689864be842eff4fe634,png,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
ui_screenshot:na:6ACDB132-3517-44b8-9355-88297DCC1118.png,na,ui_screenshot,~/Work/depression抑郁绝望/9月10日集中标注/6ACDB132-3517-44b8-9355-88297DCC1118.png,16043,438533c85a5a6b7057beeecc6993da77fed17d301d5044525a8646c9fc43372f,png,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
ui_screenshot:na:A5355A56-C9E4-4af7-843B-8E42E398E26C.png,na,ui_screenshot,~/Work/depression抑郁绝望/9月10日集中标注/A5355A56-C9E4-4af7-843B-8E42E398E26C.png,19396,fcb8d349811102a573d92f42e42687c352fb84ecf71e2022d3afb1d3e0708502,png,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
ui_screenshot:na:C5C8BD02-4F48-483d-BEC6-B904F3D88FAD.png,na,ui_screenshot,~/Work/depression抑郁绝望/9月10日集中标注/C5C8BD02-4F48-483d-BEC6-B904F3D88FAD.png,14569,d73b50ca1608fb11d84f3e6bc9649f8788648766f4465c12ebca73343ff213eb,png,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
ui_screenshot:na:E2FB9DB0-2A74-4c8d-8657-7503FFD9EAC6.png,na,ui_screenshot,~/Work/depression抑郁绝望/9月10日集中标注/E2FB9DB0-2A74-4c8d-8657-7503FFD9EAC6.png,18011,7a62bd0f80ae56b5381356a286133c1c57ff8caf54f832f2db3274d6ab7cdc8e,png,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
ui_screenshot:na:E85927BB-EB03-42b3-9B15-09EDAF6B270D.png,na,ui_screenshot,~/Work/depression抑郁绝望/9月10日集中标注/E85927BB-EB03-42b3-9B15-09EDAF6B270D.png,13616,1d64578fde39b40bc8d785384fb1ada8ef4636cd4d1dc9c94eb9a49dff99c510,png,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
ui_screenshot:na:FDDE4A9E-A3A6-44c9-A4F0-ADC84FADEF62.png,na,ui_screenshot,~/Work/depression抑郁绝望/9月10日集中标注/FDDE4A9E-A3A6-44c9-A4F0-ADC84FADEF62.png,14686,83856ec06692f1a411f4c1d6bf2c4329568f36acc8cc884d1cfe109743b616e6,png,,,,,,,,,,,,,,,,,na,,na,,na,,na,historical_or_dev_validation,artifact_checked
repo_fixture:na:10mg 2周.SET,na,repo_fixture,~/Work/dpfstcsi-wt/tests/fixtures/csi_fst/10mg 2周.SET,1611,72d13192c375fd413ef96718b5efde85d11be1cd22be6d632ed6e31c357b0cf4,SET,,,,,,,,,,,,,,,,,na,,na,,na,,na,test_golden,independently_reproduced
repo_fixture:na:抑郁8-10（4）空鼠.xlsx,na,repo_fixture,~/Work/dpfstcsi-wt/tests/fixtures/csi_fst/抑郁8-10（4）空鼠.xlsx,9334,5951ee3451e1c4e53fcbe24d4474cd301b2ca1519f6ccdf577a68c5920de902c,xlsx,,,,,,,,,,,,,,,,,na,,na,,na,,na,test_golden,independently_reproduced
repo_fixture:na:正常1-4.CLB,na,repo_fixture,~/Work/dpfstcsi-wt/tests/fixtures/csi_fst/正常1-4.CLB,308,428b930e980d838fcaa11f473644def0c010a6c3b4d29b0e5f22481afbe67fec,CLB,,,,,,,,,,,,,,,,,na,,na,,na,,na,test_golden,independently_reproduced
repo_fixture:na:正常1-4对照更改.SET,na,repo_fixture,~/Work/dpfstcsi-wt/tests/fixtures/csi_fst/正常1-4对照更改.SET,1527,a0037420d1e69a23dbda5ba5761bd864ec0345a809f1dc1b1067deda90b2a673,SET,,,,,,,,,,,,,,,,,na,,na,,na,,na,test_golden,independently_reproduced
repo_fixture:na:正常1-4（1）.xlsx,na,repo_fixture,~/Work/dpfstcsi-wt/tests/fixtures/csi_fst/正常1-4（1）.xlsx,10212,6fe01b1f574146243477d9ade06f53546fd4fc7b49779a5e245d20d96e7ac249,xlsx,,,,,,,,,,,,,,,,,na,,na,,na,,na,test_golden,independently_reproduced
repo_fixture:na:正常5+抑郁1-3（2）.xlsx,na,repo_fixture,~/Work/dpfstcsi-wt/tests/fixtures/csi_fst/正常5+抑郁1-3（2）.xlsx,11815,0dca2262003d9679ae1f5a83298077b92da14c1a6d6944f822a34e5070b185a0,xlsx,,,,,,,,,,,,,,,,,na,,na,,na,,na,test_golden,independently_reproduced
registry_doc:na:CSI输入视频映射表.csv,na,registry_doc,~/Work/dpfstcsi-wt/docs/CSI输入视频映射表.csv,1606,007b273fb991b271d89400888e676e0ba2860dfaf72e8e9a047023e30894b697,csv,,,,,,,,,,,,,,,,,na,,na,,na,,na,engineering_only,artifact_checked
registry_doc:na:cut_provenance.csv,na,registry_doc,~/Downloads/tst_30clips/cut_provenance.csv,3806,7a8cfc35e11542439a95c5f3f69f8eb64f4d02b11e70cb940a836972ceaa6059,csv,,,,,,,,,,,,,,,,,na,,na,,na,,na,engineering_only,artifact_checked
registry_doc:na:manifest.csv,na,registry_doc,~/Downloads/tst_30clips/manifest.csv,1184,5ae58e0deadbf1faf0cb182b12ef5acb7daf7c6feea4c50f0accf11354cbff53,csv,,,,,,,,,,,,,,,,,na,,na,,na,,na,engineering_only,artifact_checked
registry_doc:na:CSI参数与文件格式_实录_2026-09-10.md,na,registry_doc,~/Work/depression抑郁绝望/9月10日集中标注/CSI参数与文件格式_实录_2026-09-10.md,9359,1492ba15b0cb7e2be898f1dadff047a5e534b110fd222a627f292c3a21703533,md,,,,,,,,,,,,,,,,,na,,na,,na,,na,engineering_only,artifact_checked
csi_exe:na:ForcedSwimScan.exe,na,csi_exe,~/Downloads/Depressionscan  HR.zip!Depressionscan  HR/ForcedSwimScan-Ver2/HR-V2.0/ForcedSwimScan.exe,3923968,341a5ba8d9bec53455234a7872ef2bb57cff837c04efaa2ce8d6f5533e2bd054,exe,,,,,,,,,,,,,,,,,na,,na,,na,,na,forensic_hash_only_no_run_scope,static_recovered
csi_exe:na:TailSuspScan.exe,na,csi_exe,~/Downloads/Depressionscan  HR.zip!Depressionscan  HR/TailSuspScan-Ver2/HR-V2.0/TailSuspScan.exe,3897344,aa85e490abd8c605ac0ac52f874a9c1a7f679b094e6ffb8a8da346690ecbc95c,exe,,,,,,,,,,,,,,,,,na,,na,,na,,na,forensic_hash_only_no_run_scope,static_recovered
