scorer_id,trial_id,mobile_seconds,tail_climbing,unscoreable,note,scored_at,presentation_order
张咸明,10mg_2周-ch2,109.3,false,false,慢放0.5x,2026-09-07,11
张咸明,30mg_2周_2+20_2周2-ch3,161.2,false,false,慢放0.5x,2026-09-07,14
张咸明,20mg_1周_1-3+20_2周1-ch2,134.2,false,false,慢放0.5x,2026-09-07,16
张咸明,30mg_2周_2+20_2周2-ch4,121.5,false,false,慢放0.5x,2026-09-07,18
