scorer_id,trial_id,mobile_seconds,tail_climbing,unscoreable,note,scored_at,presentation_order
张咸明,30mg_2周-ch3,146.2,false,false,慢放0.5x,2026-09-07,6
张咸明,10mg_2周-ch1,122.1,false,false,慢放0.5x,2026-09-07,23
张咸明,30mg_2周-ch2,88.9,false,false,慢放0.5x,2026-09-07,24
张咸明,20mg_3周-ch1,127.6,false,false,慢放0.5x,2026-09-07,27
