scorer_id,trial_id,assay,mobile_seconds,window_s,tail_climbing,wall_support_still,unscoreable,note,scored_at,presentation_order
徐乐彤,20mg_2周-ch4,TST,120.3,360.00,false,,false,慢放0.5x,2026-09-08,9
徐乐彤,20mg_2周-ch2,TST,85.3,360.00,false,,false,慢放0.5x,2026-09-08,15
徐乐彤,20mg_2周-ch1,TST,99.1,360.00,false,,false,慢放0.5x,2026-09-08,25
徐乐彤,20mg_2周-ch3,TST,175.8,360.00,false,,false,慢放0.5x,2026-09-08,27
