scorer_id,trial_id,mobile_seconds,tail_climbing,unscoreable,note,scored_at,presentation_order
徐乐彤,10mg_2周-ch2,93.6,false,false,慢放0.5x,2026-09-07,11
徐乐彤,30mg_2周_2+20_2周2-ch3,146.9,false,false,慢放0.5x,2026-09-07,14
徐乐彤,20mg_1周_1-3+20_2周1-ch2,123.9,false,false,慢放0.5x,2026-09-07,16
徐乐彤,30mg_2周_2+20_2周2-ch4,103.2,false,false,慢放0.5x,2026-09-07,18
