scorer_id,trial_id,mobile_seconds,tail_climbing,unscoreable,note,scored_at,presentation_order
徐乐彤,30mg_2周-ch3,130.5,false,false,慢放0.5x,2026-09-07,6
徐乐彤,10mg_2周-ch1,70.5,false,false,慢放0.5x,2026-09-07,23
徐乐彤,30mg_2周-ch2,72.5,false,false,慢放0.5x,2026-09-07,24
徐乐彤,20mg_3周-ch1,112.6,false,false,慢放0.5x,2026-09-07,27
